DATE,CPGRLE01ATQ657N
1966-04-01,0.334251453369963
1966-07-01,0.675043380769763
1966-10-01,1.06080489998449
1967-01-01,2.63970952723995
1967-04-01,0.294238493621402
1967-07-01,0.711929464119973
1967-10-01,1.29813846122588
1968-01-01,0.877681008802801
1968-04-01,1.30384874690257
1968-07-01,0.707754743842835
1968-10-01,0.877983761030738
1969-01-01,0.820677518770768
1969-04-01,0.472305882011048
1969-07-01,0.320419244886546
1969-10-01,1.10502390868429
1970-01-01,0.841654016319684
1970-04-01,1.09849038879178
1970-07-01,1.07578890333038
1970-10-01,1.27904960116066
1971-01-01,1.05455268265584
1971-04-01,1.65522146877357
1971-07-01,1.56686305009144
1971-10-01,0.952686281339262
1972-01-01,1.96407530799421
1972-04-01,1.80592186359898
1972-07-01,1.08105183662887
1972-10-01,1.81202737153126
1973-01-01,2.80773879861165
1973-04-01,1.24333587948121
1973-07-01,0.997748875371987
1973-10-01,2.41390508337115
1974-01-01,3.00649955661981
1974-04-01,3.39939515952514
1974-07-01,1.13896906856252
1974-10-01,2.9897558621383
1975-01-01,3.17697866964299
1975-04-01,1.93356163539876
1975-07-01,0.852315738467392
1975-10-01,1.46848948261372
1976-01-01,5.93520170916278
1976-04-01,1.11234344061598
1976-07-01,1.47291417853394
1976-10-01,1.46852361061694
1977-01-01,2.16284004885471
1977-04-01,1.43074209044466
1977-07-01,0.994296291285362
1977-10-01,0.410130355075794
1978-01-01,1.55214640431811
1978-04-01,0.523665143275473
1978-07-01,0.764365978620881
1978-10-01,0.804859977148427
1979-01-01,1.35880725881945
1979-04-01,0.54168394028241
1979-07-01,0.847746856001473
1979-10-01,1.66470690046876
1980-01-01,1.92907986483646
1980-04-01,1.07692375260151
1980-07-01,1.1869123369085
1980-10-01,1.04302427559619
1981-01-01,1.5201027167451
1981-04-01,1.53809685712818
1981-07-01,1.17189944054643
1981-10-01,0.958170931868826
1982-01-01,1.80502309374146
1982-04-01,1.50713107041087
1982-07-01,1.57172868073157
1982-10-01,0.834900627263164
1983-01-01,1.11550365575374
1983-04-01,0.592258179328901
1983-07-01,1.22681911712088
1983-10-01,1.04611949655977
1984-01-01,2.63302164812001
1984-04-01,0.604790702531507
1984-07-01,1.05419082315775
1984-10-01,0.836980042209398
1985-01-01,1.17712278827024
1985-04-01,0.633722906008544
1985-07-01,0.925276599255676
1985-10-01,0.767934924508063
1986-01-01,1.45564388083572
1986-04-01,0.52731644215152
1986-07-01,0.988312417124103
1986-10-01,0.264301511637392
1987-01-01,0.0668601697657497
1987-04-01,0.648722937432321
1987-07-01,1.74092423476384
1987-10-01,-0.621171835975172
1988-01-01,0.861713547977026
1988-04-01,0.540943714667164
1988-07-01,1.91974061080172
1988-10-01,-0.617380373107605
1989-01-01,1.13182358839467
1989-04-01,0.309519125256416
1989-07-01,1.77031738992066
1989-10-01,-0.75032567956677
1990-01-01,1.22433422513357
1990-04-01,0.797248637051724
1990-07-01,1.65597312791011
1990-10-01,-0.685290740125473
1991-01-01,1.57724313942699
1991-04-01,0.586422115751752
1991-07-01,1.94846264330743
1991-10-01,-0.493627425159619
1992-01-01,2.04502714919651
1992-04-01,0.875940534616144
1992-07-01,1.91144699335962
1992-10-01,-0.459736130303669
1993-01-01,2.14794238301042
1993-04-01,0.720268215248603
1993-07-01,1.55802500151996
1993-10-01,-0.276556351568196
1994-01-01,1.55884793709124
1994-04-01,0.411176470019937
1994-07-01,1.5330939054349
1994-10-01,-0.597735751550327
1995-01-01,1.26008083481967
1995-04-01,0.349518862233276
