Date,INFL,FFR,CU,CONS,IND,GDP,CPI,CRB,MB,M1,PPI,EMPL,UNEM,YLD1,YLD2,YLD3,YLD4,YLD5
1/15/1964,1.6465,3.48,,,27.6542,3335.39990234375,30.94,97.3,45042,153.7,33.5,68327,5.600000000000001,3.789,3.893,3.939,3.943,3.984
2/15/1964,1.4254,3.48,,2059.5,27.8418,3335.39990234375,30.91,97,45112,154.3,33.5,68751,5.4,3.947,3.981,4.025,4.01,4.023
3/15/1964,1.4239,3.43,,,27.8418,3348.16650390625,30.94,96.7,45371,154.5,33.4,68763,5.4,3.91,4.076,4.125,4.145,4.073
4/15/1964,1.5334,3.47,,,28.2974,3360.93310546875,30.95,97.40000000000001,45470,154.8,33.5,69356,5.300000000000001,3.783,3.978,4.047,4.082,4.077
5/15/1964,1.5334,3.5,,2095.8,28.4582,3373.699951171875,30.98,98.10000000000001,45651,155.3,33.5,69631,5.100000000000001,3.832,3.918,3.964,4.021,3.979
6/15/1964,1.3086,3.5,,,28.5385,3388.966552734375,31.01,97.10000000000001,45959,155.6,33.5,69218,5.2,3.78,3.779,3.894,3.972,3.977
7/15/1964,1.0858,3.42,,,28.7261,3404.233154296875,31.02,97.2,46143,156.8,33.5,69399,4.9,3.759,3.664,3.868,3.97,4.006
8/15/1964,.9772000000000001,3.5,,2134.3,28.9137,3419.5,31.05,97.60000000000001,46410,157.8,33.6,69463,5,3.813,3.734,3.902,3.991,4.022
9/15/1964,1.3029,3.45,,,29.0209,3422.666748046875,31.08,101.3,46714,158.7,33.6,69578,5.100000000000001,3.897,3.797,3.939,3.995,3.991
10/15/1964,.9740000000000001,3.36,,,28.6189,3425.83349609375,31.12,103.2,46823,159.2,33.6,69582,5.100000000000001,3.906,3.862,3.973,3.999,4.005
11/15/1964,1.2987,3.52,,2140.2,29.5032,3429,31.21,105,47106,160,33.6,69735,4.800000000000001,4.214,4.028,4.094,4.081,4.069
12/15/1964,.9709000000000001,3.85,,,29.8516,3457.10009765625,31.25,105.5,47161,160.3,33.6,69814,5,4.05,3.933,3.975,3.999,4.076
1/15/1965,.9709000000000001,3.9,,,30.1731,3485.2001953125,31.28,104.5,47281,160.7,33.6,69997,4.9,4.077,3.928,3.94,3.974,4.078
2/15/1965,.9709000000000001,3.98,,2187.8,30.3607,3513.300048828125,31.28,104.7,47500,160.9,33.7,70127,5.100000000000001,4.204,4.034,3.997,4.002,4.121
3/15/1965,1.2945,4.04,,,30.7627,3529.166748046875,31.31,104.9,47584,161.5,33.7,70439,4.7,4.14,4.026,4.024,4.003,4.101
4/15/1965,1.6181,4.09,,,30.8967,3545.033447265625,31.38,106.2,47721,162,34,70633,4.800000000000001,4.098,4.024,4.039,4.019,4.117
5/15/1965,1.6181,4.1,,2212,31.1378,3560.89990234375,31.48,108,47799,161.7,34.1,71034,4.600000000000001,4.077,4.03,4.036,4.017,4.12
6/15/1965,1.9355,4.04,,,31.379,3585,31.61,106.5,48061,162.2,34.2,71025,4.600000000000001,3.976,3.932,4.004,4.017,4.094
7/15/1965,1.6077,4.09,,,31.6737,3609.10009765625,31.58,106.4,48281,163,34.1,71460,4.4,4.018,3.999,4.048,4.112,4.121
8/15/1965,1.9355,4.12,,2250,31.8077,3633.199951171875,31.55,105.5,48453,163.7,34.2,71362,4.4,4.172,4.087,4.145,4.165,4.154
9/15/1965,1.6077,4.01,,,31.8881,3662.39990234375,31.62,106.8,48712,164.9,34.3,71286,4.3,4.346,4.246,4.264,4.268,4.248
10/15/1965,1.9293,4.08,,,32.2097,3691.599853515625,31.65,107.7,49029,166,34.4,71695,4.2,4.352,4.255,4.282,4.343,4.32
11/15/1965,1.6026,4.1,,2313.2,32.3437,3720.800048828125,31.75,108.1,49234,166.7,34.5,71724,4.100000000000001,4.436,4.291,4.398,4.432,4.395
12/15/1965,1.9231,4.32,,,32.7456,3751.2666015625,31.85,108.8,49620,167.8,34.7,72062,4,4.886,4.808,4.89,4.878,4.77
1/15/1966,1.9231,4.42,,,33.0672,3781.733154296875,31.88,112,49850,169.1,34.7,72198,4,4.92,4.824,4.901,4.905,4.826
2/15/1966,2.5641,4.600000000000001,,2347.4,33.2816,3812.199951171875,32.08,114.9,50054,169.6,35,72134,3.8,4.98,4.9,4.945,4.994,4.952
3/15/1966,2.5559,4.65,,,33.7371,3816.433349609375,32.18,116.8,50171,170.5,35,72188,3.8,4.93,4.726,4.74,4.779,4.727
4/15/1966,2.8662,4.67,,,33.7907,3820.666748046875,32.28,115,50439,171.8,35.1,72510,3.8,4.99,4.832,4.858,4.84,4.797
5/15/1966,2.8662,4.9,,2353.5,34.1123,3824.89990234375,32.35,114.2,50591,171.3,35.1,72497,3.9,5.09,5.004,4.985,4.998,4.884
6/15/1966,2.5316,5.17,,,34.273,3833.2666015625,32.38,113.8,50754,171.6,34.9,72775,3.8,5.106,5.078,5.12,5.113,5.007
7/15/1966,2.8481,5.3,,,34.4606,3841.63330078125,32.45,113.8,51019,170.3,35.1,72860,3.8,5.246,5.19,5.21,5.225,5.18
8/15/1966,3.481,5.53,,2380.4,34.4874,3850,32.65,113.4,50989,170.8,35.4,73146,3.8,5.931,5.84,5.766,5.8,5.56
9/15/1966,3.481,5.4,,,34.809,3860.39990234375,32.75,111.2,51154,172,35.6,73258,3.7,6,5.391,5.387,5.318,5.147
10/15/1966,3.7855,5.53,,,35.0501,3870.7998046875,32.85,108.4,51200,171.2,35.5,73401,3.7,5.7,5.284,5.234,5.21,5.116
11/15/1966,3.7855,5.76,,2390.3,34.809,3881.199951171875,32.88,104.4,51422,171.4,35.5,73840,3.6,5.438,5.354,5.334,5.308,5.195
12/15/1966,3.4591,5.4,,,34.8893,3892.599853515625,32.92,104.7,51565,172,35.4,73729,3.8,5.013,4.79,4.876,4.733,4.684
1/15/1967,3.4591,4.94,89.39020000000001,,35.0539,3903.999755859375,32.9,105,51876,171.9,35.4,73671,3.9,4.611,4.493,4.565,4.627,4.551
2/15/1967,2.8125,5,87.97500000000001,2404.2,34.6564,3915.39990234375,33,104.6,52173,173,35.3,73606,3.8,4.66,4.634,4.729,4.718,4.685
3/15/1967,2.8037,4.53,87.0835,,34.461,3915.66650390625,33,103.5,52494,174.8,35.3,73439,3.8,4.14,4.126,4.235,4.33,4.365
4/15/1967,2.4768,4.05,87.50890000000001,,34.786,3915.93310546875,33.1,100.8,52517,174.2,35.3,73882,3.8,4.03,4.337,4.502,4.612,4.631
5/15/1967,2.7864,3.94,86.3566,2437,34.4825,3916.199951171875,33.1,100.5,52682,175.7,35.4,73844,3.8,3.961,4.321,4.516,4.595,4.679
6/15/1967,2.7778,3.98,85.9603,,34.4782,3926.63330078125,33.3,101.8,52867,177,35.7,74278,3.9,5.061,4.921,5.051,5.174,5.253
7/15/1967,2.7692,3.79,85.38330000000001,,34.3997,3937.066650390625,33.4,100.3,53165,178.1,35.7,74520,3.8,5.096,4.87,4.952,4.976,5.02
8/15/1967,2.4465,3.9,86.63390000000001,2449.5,35.05880000000001,3947.5,33.5,98.90000000000001,53347,179.7,35.8,74767,3.8,5.259,5.148,5.212,5.181,5.186
9/15/1967,2.7523,3.99,86.1122,,35.0018,3957.533447265625,33.6,98.3,53670,180.7,35.8,74854,3.8,5.358,5.19,5.28,5.29,5.215
10/15/1967,2.4316,3.88,86.4325,,35.2869,3967.56689453125,33.7,97.90000000000001,54044,181.6,35.9,75051,4,5.518,5.559,5.53,5.524,5.563
11/15/1967,2.7356,4.13,87.2856,2464.6,35.7916,3977.60009765625,33.9,96.7,54241,182.4,35.9,75125,3.9,5.821,5.567,5.593,5.556,5.604
12/15/1967,3.0395,4.51,87.8417,,36.1771,4004.900146484375,34,97.60000000000001,54579,183.3,36,75473,3.8,5.944,5.701,5.709,5.689,5.589
1/15/1968,3.6474,4.600000000000001,87.3844,,36.1381,4032.2001953125,34.1,98.40000000000001,54892,184.3,36.1,74700,3.7,5.47,5.313,5.403,5.436,5.392
2/15/1968,3.9514,4.71,87.3497,2523.4,36.2676,4059.5,34.2,98.7,55171,184.7,36.2,75229,3.8,5.529,5.367,5.578,5.506,5.385
3/15/1968,3.9394,5.05,87.27590000000001,,36.3808,4082.5,34.3,98.40000000000001,55436,185.5,36.3,75379,3.7,5.686,5.504,5.685,5.715,5.54
4/15/1968,3.9275,5.76,87.05810000000001,,36.4335,4105.5,34.4,98.7,55692,186.6,36.5,75561,3.5,5.91,5.62,5.855,5.867,5.684
5/15/1968,3.9157,6.11,87.6892,2562.1,36.8422,4128.5,34.5,96.90000000000001,55872,188,36.5,76107,3.5,6.057,5.785,5.787,5.81,5.637
6/15/1968,4.2042,6.07,87.6674,,36.9775,4137.89990234375,34.7,96.8,56323,189.4,36.6,76182,3.7,5.9,5.528,5.552,5.539,5.374
7/15/1968,4.491000000000001,6.02,87.19210000000001,,36.9208,4147.2998046875,34.9,95.8,56626,190.5,36.7,76087,3.7,5.395,5.321,5.102,5.121,5.089
8/15/1968,4.4776,6.03,87.09620000000001,2610.3,37.0238,4156.7001953125,35,95.2,56976,191.8,36.8,76043,3.5,5.362,5.13,5.117,5.111,5.168
9/15/1968,4.464300000000001,5.78,87.0883,,37.1641,4162.7001953125,35.1,96,57160,192.7,37,76172,3.4,5.373,5.334,5.196,5.134,5.185
10/15/1968,4.7478,5.91,86.9252,,37.2378,4168.7001953125,35.3,96.40000000000001,57477,194,37,76224,3.4,5.625,5.445,5.282,5.222,5.318
11/15/1968,4.7337,5.82,87.712,2622.3,37.7195,4174.7001953125,35.4,98.8,57887,196,37.1,76494,3.4,5.815,5.559,5.375,5.366,5.488
12/15/1968,4.7198,6.02,87.65270000000001,,37.8386,4196.63330078125,35.6,99.60000000000001,58357,197.4,37.1,76778,3.4,6.487,6.294,6.056,6.258,6.329
1/15/1969,4.3988,6.3,87.8558,,38.0676,4218.56640625,35.7,100.8,58597,198.7,37.2,76805,3.4,6.096,6.139,5.989,5.82,6.058
2/15/1969,4.6784,6.61,88.1002,2651.7,38.3112,4240.5,35.8,103.9,58917,199.3,37.2,77327,3.4,6.652,6.296,6.358,6.169,6.288
3/15/1969,5.247800000000001,6.79,88.47250000000001,,38.6116,4244.60009765625,36.1,105.8,58999,200,37.4,77367,3.4,6.489,5.996,6.149,6.115,6.273
4/15/1969,5.5233,7.41,87.8319,,38.4695,4248.7001953125,36.3,106.2,59062,200.7,37.6,77523,3.4,6.179,6.073,6.107,5.949,6.202
5/15/1969,5.5072,8.67,87.1883,2668.6,38.3241,4252.7998046875,36.4,108.7,59552,200.8,37.8,77412,3.4,6.48,6.465,6.507,6.372,6.528
6/15/1969,5.4755,8.9,87.72760000000001,,38.6985,4261.7666015625,36.6,110.4,59794,201.3,38,77880,3.5,7.355,7.011,7.022,6.796,6.848
7/15/1969,5.444100000000001,8.609999999999999,87.87870000000001,,38.9028,4270.7333984375,36.8,110.7,59713,201.7,38.1,77959,3.5,7.338,7.257,7.113,6.843,6.776
8/15/1969,5.714300000000001,9.19,87.7701,2681.5,38.9922,4279.7001953125,36.9,111.4,60137,201.7,38.2,78250,3.5,7.637,7.285,7.186,7.015,6.953
9/15/1969,5.698,9.15,87.4422,,38.9834,4273,37.1,113.2,60357,202.1,38.3,78250,3.7,7.799,7.813,7.769,7.83,7.861
10/15/1969,5.6657,9,87.1615,,38.9949,4266.2998046875,37.3,114.1,60633,202.9,38.5,78445,3.7,7.369,7.223,7.195,7.227,7.118
11/15/1969,5.9322,8.85,86.0386,2702.9,38.62730000000001,4259.60009765625,37.5,113.7,61229,203.6,38.8,78541,3.5,7.883,7.458,7.514,7.467,7.416
12/15/1969,6.1972,8.970000000000001,85.50930000000001,,38.5236,4257.36669921875,37.7,114.4,61569,203.9,38.90000000000001,78740,3.5,8.023999999999999,8.112,8.157,8.19,7.968
1/15/1970,6.1798,8.98,83.6485,,37.81030000000001,4255.13330078125,37.9,114.9,61792,206.2,39.1,78780,3.9,8,7.985,8.058999999999999,8.082000000000001,8.061
2/15/1970,6.145300000000001,8.98,83.3318,2719.5,37.7854,4252.89990234375,38.1,115.9,61931,205,39,78698,4.2,6.919,7.019,7.025,7.158,7.14
3/15/1970,5.817200000000001,7.76,82.96350000000001,,37.7363,4255.5,38.3,116.4,62205,205.7,39.1,78863,4.4,6.606,6.907,6.858,7.13,7.047
4/15/1970,6.0606,8.1,82.49260000000001,,37.6393,4258.10009765625,38.5,116.2,62653,206.7,39.1,78930,4.600000000000001,7.487,7.575,7.73,7.81,7.736
5/15/1970,6.044,7.94,82.1405,2731.9,37.59540000000001,4260.7001953125,38.6,116.4,62977,207.2,39.1,78564,4.800000000000001,7.435,7.738,7.6,7.67,7.601
6/15/1970,6.0109,7.600000000000001,81.6215,,37.4738,4273.33349609375,38.8,114.2,63189,207.6,39.2,78413,4.9,7.187,7.449,7.565,7.623,7.538
7/15/1970,5.9783,7.21,81.5693,,37.5658,4285.966796875,38.9,113.6,63444,208,39.2,78726,5,6.806,7.182,7.313,7.48,7.368
8/15/1970,5.4054,6.61,81.17320000000001,2755.9,37.4988,4298.60009765625,39,112.9,63725,209.9,39.2,78624,5.100000000000001,6.796,7.008,7.187,7.359,7.25
9/15/1970,5.6604,6.29,80.3664,,37.2403,4283.39990234375,39.2,112.8,64087,211.8,39.6,78498,5.4,6.59,6.551,6.824,6.973,7.046
10/15/1970,5.63,6.2,78.51780000000001,,36.4954,4268.19970703125,39.4,111,64303,212.9,39.6,78685,5.5,6.32,6.506,6.7,6.847,6.872
11/15/1970,5.600000000000001,5.600000000000001,77.8043,2748.4,36.2743,4253,39.6,111.2,64574,213.7,39.8,78650,5.9,5.096,5.31,5.632,5.82,5.901
12/15/1970,5.5703,4.9,79.349,,37.1074,4292.10009765625,39.8,108.3,65013,214.4,39.8,78594,6.100000000000001,4.883,5.399,5.765,5.809,5.918
1/15/1971,5.291,4.14,79.7358,,37.3928,4331.2001953125,39.9,106.2,65545,215.5,39.90000000000001,78864,5.9,4.31,4.643,5.234,5.6,5.651
2/15/1971,5,3.72,79.38120000000001,2800.9,37.3216,4370.2998046875,39.9,109.6,66037,217.4,40.1,78700,5.9,3.772,4.28,4.835,5.152,5.302
3/15/1971,4.712000000000001,3.71,79.09350000000001,,37.2811,4378.56640625,40,109.2,66378,218.8,40.2,78588,6,3.756,4.144,4.51,4.814,4.976
4/15/1971,4.1558,4.15,79.33590000000001,,37.4905,4386.8330078125,40.1,109.5,66731,220,40.3,78987,5.9,4.549,5.214,5.704,5.795,5.971
5/15/1971,4.404100000000001,4.63,79.53660000000001,2826.6,37.6807,4395.10009765625,40.3,108.6,67315,222,40.5,79139,5.9,4.889,5.41,5.845,5.837,6.204
6/15/1971,4.639200000000001,4.91,79.66850000000001,,37.8388,4406.80029296875,40.5,107.7,67678,223.5,40.6,78757,5.9,6.056,6.262,6.672,6.609,6.78
7/15/1971,4.359,5.31,79.2371,,37.7289,4418.50048828125,40.6,108.7,68155,224.9,40.40000000000001,79305,6,6.11,6.311,6.727,6.823,6.889
8/15/1971,4.6154,5.56,78.5792,2849.1,37.51000000000001,4430.2001953125,40.7,108.3,68413,225.6,40.7,79539,6.100000000000001,5.267,5.444,5.707,5.798,6.02
9/15/1971,4.0816,5.55,79.65610000000001,,38.1196,4434.30029296875,40.8,108.1,68751,226.5,40.7,79689,6,5.268,5.394,5.647,5.766,5.961
10/15/1971,3.8071,5.2,80.05160000000001,,38.4049,4438.400390625,40.9,106.8,68603,227.2,40.7,79918,5.800000000000001,4.586,4.957,5.205,5.427,5.657
11/15/1971,3.2828,4.91,80.19080000000001,2896.5,38.5679,4442.5,41,106,68894,227.8,40.8,80297,6,4.739,5.057,5.281,5.494,5.72
12/15/1971,3.2663,4.14,80.91460000000001,,39.0131,4468.966796875,41.1,105.7,69108,228.3,41.1,80471,6,4.179,4.826,5.076,5.2,5.425
1/15/1972,3.2663,3.5,82.6495,,39.95050000000001,4495.43359375,41.2,107.3,69853,230.1,41,80959,5.800000000000001,4.124,4.802,5.328,5.476,5.715
2/15/1972,3.5088,3.29,83.2286,2935.2,40.3262,4521.89990234375,41.4,111.9,70368,232.3,41.3,81108,5.7,4.288,4.766,5.242,5.438,5.661
3/15/1972,3.5,3.83,83.6516,,40.6295,4557.63330078125,41.4,112.7,70820,234.3,41.3,81573,5.800000000000001,4.934,5.524,5.776,5.871,5.995
4/15/1972,3.4913,4.17,84.29640000000001,,41.0439,4593.36669921875,41.5,114.9,71031,235.6,41.3,81655,5.7,4.51,5.108,5.524,5.64,5.794
5/15/1972,3.2258,4.27,84.0528,2991.2,41.0279,4629.10009765625,41.6,118.2,71525,235.9,41.5,81887,5.7,4.627,4.944,5.377,5.557,5.711
6/15/1972,2.7094,4.46,84.06530000000001,,41.1391,4643.89990234375,41.7,119.5,71817,236.6,41.7,82083,5.7,5.248,5.432,5.698,5.851,5.905
7/15/1972,2.9484,4.55,83.8236,,41.1281,4658.69970703125,41.8,118.8,72173,238.8,41.8,82230,5.600000000000001,4.946,5.244,5.663,5.858,5.887
8/15/1972,2.9412,4.8,84.69680000000001,3037.4,41.6686,4673.5,41.9,120.3,72623,240.9,42,82578,5.600000000000001,5.482,5.63,5.888,6.113,6.079
9/15/1972,3.1863,4.87,85.0836,,41.9759,4699.16650390625,42.1,122,72984,243.2,42.2,82543,5.5,5.644,5.787,5.928,6.005,6.051
10/15/1972,3.423,5.04,86.0112,,42.5566,4724.8330078125,42.2,123,73644,245,42,82616,5.600000000000001,5.537,5.754,5.933,6.083,6.09
11/15/1972,3.6675,5.06,86.75330000000001,3108.6,43.053,4750.5,42.4,125.2,74370,246.4,42.3,82990,5.300000000000001,5.392,5.64,5.806,6.01,6.004
12/15/1972,3.4063,5.33,87.473,,43.5447,4791,42.5,127.9,75167,249.2,42.7,83400,5.2,5.525,5.916,5.989,6.06,6.167
1/15/1973,3.6496,5.94,87.79310000000001,,43.8413,4831.5,42.7,131.9,75925,251.5,43,83161,4.9,6.144,6.209,6.277,6.371,6.299
2/15/1973,3.8741,6.58,88.83680000000001,3165.5,44.5056,4872,43,136.1,76160,252.2,43.5,83912,5,6.404,6.517,6.58,6.609,6.589
3/15/1973,4.5894,7.09,88.55510000000001,,44.5107,4890.7998046875,43.4,146.1,76663,251.7,44.40000000000001,84452,4.9,6.93,6.799,6.696,6.632,6.647
4/15/1973,5.0602,7.12,88.1044,,44.4316,4909.599609375,43.7,148.8,76962,252.7,44.7,84559,5,6.701,6.631,6.631,6.55,6.568
5/15/1973,5.5288,7.84,88.3794,3163.9,44.7206,4928.39990234375,43.9,156.2,77393,254.9,45,84648,4.9,6.944,6.729,6.617,6.542,6.594
6/15/1973,5.995200000000001,8.49,88.1183,,44.7404,4919.63330078125,44.2,166.3,77842,256.7,45.5,85185,4.9,7.556,6.964,6.879,6.71,6.717
7/15/1973,5.7279,10.4,88.2021,,44.9344,4910.86669921875,44.2,171.9,78531,257.5,45.40000000000001,85299,4.800000000000001,8.625999999999999,7.961,7.793,7.831,7.639
8/15/1973,7.381,10.5,87.7534,3175.3,44.8551,4902.10009765625,45,195.1,78781,257.7,47,85204,4.800000000000001,8.367000000000001,7.657,7.245,7.127,7.049
9/15/1973,7.3634,10.78,88.24390000000001,,45.254,4917.66650390625,45.2,202,79316,257.9,46.90000000000001,85488,4.800000000000001,7.66,6.959,6.603,6.584,6.539
10/15/1973,7.8014,10.01,88.5746,,45.57,4933.23291015625,45.6,193.2,80173,259,46.8,85987,4.600000000000001,7.122,6.721,6.64,6.672,6.632
11/15/1973,8.2547,10.03,88.7277,3166,45.7925,4948.7998046875,45.9,187.5,80479,261,47.2,86320,4.800000000000001,7.424,6.693,6.605,6.597,6.607
12/15/1973,8.7059,9.950000000000001,88.238,,45.6782,4934.3330078125,46.3,192.1,81073,262.9,47.6,86401,4.9,7.124,6.689,6.631,6.657,6.682
1/15/1974,9.389700000000001,9.65,87.3528,,45.3548,4919.8662109375,46.8,207.3,81850,263.8,48.8,86555,5.100000000000001,6.885,6.669,6.709,6.748,6.741
2/15/1974,10.0233,8.970000000000001,86.86240000000001,3138.3,45.2296,4905.39990234375,47.3,217.5,82341,265.3,49.7,86754,5.2,7.021,6.814,6.689,6.794,6.806
3/15/1974,10.3926,9.35,86.6121,,45.2239,4909.60009765625,47.8,239.3,82835,266.7,50.2,86819,5.100000000000001,8.115,7.683,7.574,7.498,7.413
4/15/1974,10.0917,10.51,86.1611,,45.1067,4913.80029296875,48.1,232.2,83621,267.2,50.7,86669,5.100000000000001,8.67,8.147,8.057,8.007,7.937
5/15/1974,10.7062,11.31,86.5646,3149.2,45.4325,4918,48.6,229.4,84432,267.6,51.3,86891,5.100000000000001,8.315,7.971,7.937,7.9,7.729
6/15/1974,10.8597,11.93,86.30810000000001,,45.40790000000001,4901.7998046875,49,216.9,84895,268.5,51.3,86941,5.4,8.608000000000001,8.27,8.138999999999999,8.212999999999999,8.074
7/15/1974,11.5124,12.92,86.11020000000001,,45.4084,4885.599609375,49.3,229.1,85439,269.3,52.7,87149,5.5,8.657,8.367000000000001,8.321,8.334,8.186
8/15/1974,10.8647,12.01,85.11960000000001,3162.2,44.9849,4869.39990234375,49.9,249.9,85974,270.1,53.7,87037,5.5,9.677,8.656000000000001,8.414999999999999,8.319000000000001,8.375999999999999
9/15/1974,11.9469,11.34,85.0129,,45.0239,4863,50.6,236.3,86377,271,54.3,87051,5.9,7.892,8.035,7.812,7.87,7.837
10/15/1974,12.0614,10.06,84.5363,,44.8635,4856.60009765625,51,234.4,86513,272.3,55.3,86995,6,7.641,7.703,7.721,7.764,7.773
11/15/1974,12.2004,9.450000000000001,81.59400000000001,3115.8,43.386,4850.2001953125,51.5,228.6,87043,273.7,56.40000000000001,86626,6.600000000000001,7.511,7.193,7.31,7.321,7.389
12/15/1974,12.3377,8.529999999999999,78.55930000000001,,41.8506,4830.53369140625,51.9,223.3,87535,274.2,56.40000000000001,86144,7.2,6.875,7.169,7.145,7.141,7.092
1/15/1975,11.8026,7.13,77.3717,,41.2929,4810.8671875,52.3,207.9,87756,273.9,56.7,85627,8.1,6.083,6.641,6.841,7.026,7.155
2/15/1975,11.2288,6.24,75.4447,3142,40.3368,4791.2001953125,52.6,203,88192,275,56.6,85256,8.1,5.862,6.203,6.499,6.608,6.937
3/15/1975,10.251,5.54,74.524,,39.9149,4803.39990234375,52.8,199,88916,276.4,56.6,85187,8.6,6.19,6.684,6.972,7.204,7.293
4/15/1975,10.2083,5.49,74.4276,,39.93230000000001,4815.599609375,53,203.5,89116,276.2,57.1,85189,8.800000000000001,6.664,7.381,7.709,7.851,7.85
5/15/1975,9.465,5.22,74.13720000000001,3194.4,39.8456,4827.7998046875,53.1,198.9,89610,279.2,57.40000000000001,85451,9,6,6.774,7.093,7.282,7.412
6/15/1975,9.3878,5.55,74.5224,,40.1231,4854.89990234375,53.5,192.5,90817,282.4,57.90000000000001,85355,8.800000000000001,6.701,7.061,7.337,7.291,7.597
7/15/1975,9.7166,6.100000000000001,75.1824,,40.5504,4882,54,189.8,91373,283.7,58.40000000000001,85894,8.6,7.168,7.537,7.767,7.73,7.833
8/15/1975,8.6,6.140000000000001,75.7123,3239.9,40.9105,4909.10009765625,54.2,201.3,91700,284.1,58.90000000000001,86234,8.4,7.299,7.646,7.779,7.864,7.975
9/15/1975,7.9051,6.24,76.52680000000001,,41.4279,4930.5,54.6,206.9,92119,285.7,59.3,86279,8.4,7.531,8.004,8.016,8.250999999999999,8.109999999999999
10/15/1975,7.436400000000001,5.82,76.6778,,41.5893,4951.89990234375,54.9,205.8,92448,285.4,59.8,86370,8.4,6.149,6.908,7.109,7.287,7.539
11/15/1975,7.3786,5.22,76.72800000000001,3274.2,41.6983,4973.2998046875,55.3,197.3,93373,286.8,60,86456,8.300000000000001,6.42,7.133,7.319,7.35,7.705
12/15/1975,6.9364,5.2,77.52940000000001,,42.2182,5010.96630859375,55.6,189.6,93887,287.1,60.1,86665,8.200000000000001,5.974,6.614,6.948,7.119,7.354
1/15/1976,6.7179,4.87,78.50530000000001,,42.8365,5048.6328125,55.8,188.3,94281,288.4,60,87400,7.9,5.515,6.316,6.872,7.163,7.379
2/15/1976,6.2857,4.77,79.08540000000001,3339.6,43.2438,5086.2998046875,55.9,188.7,95039,290.8,59.90000000000001,87672,7.7,6.011,6.665,7.042,7.19,7.332
3/15/1976,6.072100000000001,4.84,78.9991,,43.2888,5099.06640625,56,193.7,95786,292.7,60,87985,7.600000000000001,5.993,6.616,6.932,7.16,7.289
4/15/1976,6.0491,4.82,79.2833,,43.538,5111.8330078125,56.1,197.3,96479,294.7,60.3,88416,7.7,5.982,6.561,6.873,7.009,7.264
5/15/1976,6.203,5.29,79.48350000000001,3370.3,43.7429,5124.60009765625,56.4,203.2,97251,295.9,60.40000000000001,88794,7.4,6.647,7.216,7.394,7.528,7.617
6/15/1976,5.9701,5.48,79.31440000000001,,43.7458,5132.966796875,56.7,204.1,97732,296.2,60.5,88563,7.600000000000001,6.342,6.916,7.104,7.355,7.462
7/15/1976,5.3506,5.31,79.59620000000001,,43.9979,5141.33349609375,57,210.9,98234,297.2,60.7,89093,7.800000000000001,6.018,6.653,6.903,7.158,7.266
8/15/1976,5.709000000000001,5.29,79.97240000000001,3405.9,44.3029,5149.7001953125,57.3,212.8,98888,299,60.90000000000001,89223,7.800000000000001,5.822,6.477,6.663,6.983,7.162
9/15/1976,5.4945,5.25,80.02850000000001,,44.4317,5162.1669921875,57.6,204.9,99446,299.6,61.1,89173,7.600000000000001,5.722,6.222,6.567,6.727,7.006
10/15/1976,5.4645,5.02,79.9115,,44.4651,5174.6337890625,57.9,199.8,100066,302,61.40000000000001,89274,7.7,5.423,5.954,6.23,6.471,6.727
11/15/1976,4.8825,4.95,80.91290000000001,3450.3,45.1233,5187.10009765625,58.1,195.2,100892,303.6,61.90000000000001,89634,7.800000000000001,4.915,5.326,5.604,5.857,6.052
12/15/1976,4.8649,4.65,81.54910000000001,,45.581,5207.16650390625,58.4,197.3,101515,306.2,62.40000000000001,89803,7.800000000000001,4.768,5.299,5.682,5.771,6.089
1/15/1977,5.215800000000001,4.61,80.8946,,45.3171,5227.23291015625,58.7,201.9,102237,308.3,62.5,89928,7.5,5.587,6.077,6.481,6.712,6.754
2/15/1977,5.914000000000001,4.68,81.8995,3489.7,45.9889,5247.2998046875,59.3,212.2,102654,311.5,63.2,90342,7.600000000000001,5.458,5.988,6.413,6.759,6.876
3/15/1977,6.4401,4.69,82.7171,,46.56030000000001,5282.06640625,59.6,215.5,103337,313.9,63.7,90808,7.4,5.352,5.915,6.351,6.672,6.857
4/15/1977,6.9519,4.73,83.315,,47.0118,5316.8330078125,60,219.2,104076,316,64,91271,7.2,5.426,6.001,6.308,6.709,6.83
5/15/1977,6.725700000000001,5.350000000000001,83.7975,3509,47.40320000000001,5351.60009765625,60.2,220.9,104630,317.2,64.40000000000001,91754,7,5.645,6.081,6.332,6.653,6.798
6/15/1977,6.8662,5.39,84.2043,,47.75700000000001,5383.5,60.5,215.5,105186,318.8,64.60000000000001,91959,7.2,5.609,5.972,6.172,6.463,6.615
7/15/1977,6.830100000000001,5.42,84.1079,,47.8287,5415.39990234375,60.8,206.7,106394,320.2,64.8,92084,6.9,6.119,6.372,6.512,6.782,6.907
8/15/1977,6.620200000000001,5.9,83.9188,3542.5,47.8502,5447.2998046875,61.1,200.5,107185,322.3,65.2,92441,7,6.236,6.481,6.617,6.762,6.841
9/15/1977,6.5972,6.140000000000001,84.07910000000001,,48.07400000000001,5446.89990234375,61.3,200.9,107923,324.5,65.5,92702,6.800000000000001,6.479,6.695,6.789,6.886,6.993
10/15/1977,6.3903,6.47,84.068,,48.2029,5446.5,61.6,201.9,108750,326.4,65.90000000000001,93052,6.800000000000001,6.782,7.019,7.123,7.214,7.274
