DATE,CPGRLE01ATM659N
1967-01-01,4.81084448328514
1967-02-01,4.74267435110712
1967-03-01,4.779919075551
1967-04-01,4.81532788099156
1967-05-01,4.60975493252142
1967-06-01,4.78310187978494
1967-07-01,4.62555479798508
1967-08-01,4.21060334856559
1967-09-01,5.48239302283848
1967-10-01,5.27488303692932
1967-11-01,4.97314975879592
1967-12-01,4.81483563688225
1968-01-01,2.74905060192479
1968-02-01,3.39145603093608
1968-03-01,3.5105256097293
1968-04-01,3.85561392799869
1968-05-01,4.36045494354534
1968-06-01,4.55323648428709
1968-07-01,4.54469655701436
1968-08-01,4.48513301837527
1968-09-01,3.73597119343075
1968-10-01,3.84279427748626
1968-11-01,3.76951926844338
1968-12-01,3.84721348607971
1969-01-01,4.26455355787509
1969-02-01,3.64261103850607
1969-03-01,3.38170339368946
1969-04-01,3.14630935535856
1969-05-01,2.9933864530352
1969-06-01,2.59080922874555
1969-07-01,2.5552889735959
1969-08-01,2.86290885990654
1969-09-01,2.12687251612979
1969-10-01,2.42605257590891
1969-11-01,2.84328202416131
1969-12-01,2.96319394757432
1970-01-01,2.57962337038099
1970-02-01,2.6595047688411
1970-03-01,3.05751997056082
1970-04-01,3.36143749520864
1970-05-01,3.321331988503
1970-06-01,3.53588367877061
1970-07-01,3.75889460906149
1970-08-01,4.31273969908546
1970-09-01,4.48117568351047
1970-10-01,4.39701608525733
1970-11-01,4.26422650881175
1970-12-01,4.4312262288612
1971-01-01,4.36439127361413
1971-02-01,4.74957791450825
1971-03-01,4.63859449448244
1971-04-01,4.89259701937457
1971-05-01,5.02570513261535
1971-06-01,5.56167734258018
1971-07-01,5.89911824201389
1971-08-01,5.52788175327519
1971-09-01,5.58900878956578
1971-10-01,5.52497923202959
1971-11-01,5.43600071332763
1971-12-01,5.03347247949292
1972-01-01,5.90065921867923
1972-02-01,6.09660492817705
1972-03-01,6.83478964683511
1972-04-01,6.3655954858983
1972-05-01,6.54113787579983
1972-06-01,6.40234780467162
1972-07-01,5.76226744995243
1972-08-01,5.96234541847102
1972-09-01,6.05596724332915
1972-10-01,6.2152855497807
1972-11-01,6.7474655245771
1972-12-01,7.52216548487431
1973-01-01,8.04456937338686
1973-02-01,7.75419547384994
